,accuracy,f1,precision,recall,model
0,0.0941,0.06299775797485943,0.0942033582871786,0.05771306005429174,model_ADAM_18
1,0.1966,0.08201782253969561,0.1986215861835967,0.24928700061322062,model_ADAM_LT_18
2,0.1079,0.0658746756832237,0.10568917862116645,0.07450609888064152,model_SGD_18
3,0.0976,0.018179813998295602,0.10020408163265307,0.04975365511716403,model_SGD_LT_18
4,0.2034,0.08998105309208453,0.2057179330031837,0.2758867877798949,model_ewc_18
5,0.1109,0.06284289030510466,0.11437344897902875,0.10636687249349874,model_ewc_LT_18
6,0.2088,0.10700075636048231,0.2108821567110279,0.43304730393710755,model_SI_18
7,0.0741,0.058512042581561396,0.07772618326709152,0.05126257264641691,model_SI_LT_18
8,0.0992,0.021335264301078308,0.10177257986424706,0.22252606548381199,model_MAS_18
9,0.0912,0.0543537051313843,0.08371479571686127,0.05374233667860009,model_MAS_LT_18
10,0.7833,0.7614775837932594,0.7793587363366374,0.7743427354383164,model_replay_18
11,0.8259,0.8220950415629295,0.8239171471597017,0.8597657524148449,model_replay_LT_18
