,accuracy,f1,precision,recall,model
0,0.1515,0.10059828669659195,0.14541675277619576,0.12126760235165404,model_ADAM_12
1,0.197,0.08097125395828848,0.19898684126670566,0.3832835769493798,model_ADAM_LT_12
2,0.092,0.06055631726685714,0.09025188453507978,0.06286068545575749,model_SGD_12
3,0.0975,0.017964671600459982,0.10009910802775024,0.034749749749749745,model_SGD_LT_12
4,0.2203,0.1227586631257314,0.22215625186667562,0.2709608340599167,model_ewc_12
5,0.1195,0.05978011787785683,0.11875073213293881,0.07873660631055131,model_ewc_LT_12
6,0.2058,0.11523475673858377,0.20774424225626859,0.3008932376794805,model_SI_12
7,0.1457,0.11475546644844434,0.14316996432103057,0.14280307944835768,model_SI_LT_12
8,0.0981,0.019150982600875853,0.10068306710192783,0.19976441102756892,model_MAS_12
9,0.0929,0.060962903308869866,0.09316844211778848,0.1278701736007426,model_MAS_LT_12
10,0.8439,0.8451705336558843,0.8413975632109345,0.8668458651864578,model_replay_12
11,0.8415,0.8390396976999848,0.8400942736736223,0.8585085771502969,model_replay_LT_12
