,accuracy,f1,precision,recall,model
0,0.1096,0.04608379857947987,0.11107679231223748,0.05997654817193032,model_ADAM_65
1,0.2033,0.09241966572741189,0.20555465651980195,0.3648848652626265,model_ADAM_LT_65
2,0.1016,0.05749500858122005,0.10005284988476107,0.07184946531027514,model_SGD_65
3,0.0976,0.018174538402174825,0.10020408163265307,0.04308405913171155,model_SGD_LT_65
4,0.2027,0.08616698635248467,0.20486897608730903,0.31907307850611577,model_ewc_65
5,0.1091,0.06827494199241928,0.10991338017542496,0.09859134783682909,model_ewc_LT_65
6,0.1935,0.07002928046427714,0.19527672833106793,0.3459661263553479,model_SI_65
7,0.093,0.04701389798108356,0.09139683321557017,0.06596363003664277,model_SI_LT_65
8,0.0999,0.022416863085962753,0.10229998097554964,0.18720148071327744,model_MAS_65
9,0.0956,0.06319057148672327,0.0957428139006168,0.10325114133362072,model_MAS_LT_65
10,0.8039,0.780197733249085,0.803113222559789,0.804497147595385,model_replay_65
