,accuracy,f1,precision,recall,model
0,0.0892,0.03889426042855917,0.09122309250833646,0.10531128302317953,model_ADAM_61
1,0.193,0.0708208699802894,0.1947134437273134,0.2506332241411457,model_ADAM_LT_61
2,0.1383,0.07280416734326126,0.14004829340348537,0.10807641252756732,model_SGD_61
3,0.0993,0.02113359197444024,0.10168794390002697,0.14310754306740256,model_SGD_LT_61
4,0.1947,0.07862211942971256,0.19654837170144027,0.27834754720433336,model_ewc_61
5,0.0725,0.03515541911115241,0.07123648218329995,0.10037119347005383,model_ewc_LT_61
6,0.1892,0.07683104884634644,0.19110177077151494,0.17565226600292336,model_SI_61
7,0.0796,0.04544079840734033,0.08015134344693846,0.04902581661950047,model_SI_LT_61
8,0.1052,0.031730655360152474,0.10693844646389634,0.19366600790513835,model_MAS_61
9,0.0863,0.03163156580940893,0.08512407581577713,0.026247636558117526,model_MAS_LT_61
10,0.7444,0.7139730308465617,0.7379573026526972,0.7905127010729951,model_replay_61
11,0.8512,0.8492477716766839,0.8500745867586647,0.8633957641320942,model_replay_LT_61
