,rank,rank_mass,auc,model
0,0.39655172413793105,,0.5,iter_94
1,0.2,,0.5,iter_94
2,0.09375,,0.5,iter_94
3,0.39378238341968913,,0.5,iter_94
4,0.225,,0.5,iter_94
5,0.17073170731707318,,0.5,iter_94
6,0.31851851851851853,,0.5,iter_94
7,0.27906976744186046,,0.5,iter_94
8,0.28160919540229884,,0.5,iter_94
9,0.48295454545454547,,0.5,iter_94
10,0.2781065088757396,,0.5,iter_94
11,0.29069767441860467,,0.5,iter_94
12,0.375,,0.5,iter_94
13,0.35119047619047616,,0.5,iter_94
14,0.09333333333333334,,0.5,iter_94
15,0.24817518248175183,,0.5,iter_94
16,0.35135135135135137,,0.5,iter_94
17,0.41044776119402987,,0.5,iter_94
18,0.38571428571428573,,0.5,iter_94
19,0.16981132075471697,,0.5,iter_94
20,0.4240506329113924,,0.5,iter_94
21,0.14615384615384616,,0.5,iter_94
22,0.22142857142857142,,0.5,iter_94
23,0.2074074074074074,,0.5,iter_94
24,0.18269230769230768,,0.5,iter_94
25,0.373134328358209,,0.5,iter_94
26,0.30851063829787234,,0.5,iter_94
27,0.23809523809523808,,0.5,iter_94
28,0.3469387755102041,,0.5,iter_94
29,0.10294117647058823,,0.5,iter_94
30,0.3235294117647059,,0.5,iter_94
31,0.08196721311475409,,0.5,iter_94
32,0.2847682119205298,,0.5,iter_94
33,0.24691358024691357,,0.5,iter_94
34,0.3783783783783784,,0.5,iter_94
35,0.24581005586592178,,0.5,iter_94
36,0.40458015267175573,,0.5,iter_94
37,0.12345679012345678,,0.5,iter_94
38,0.2109375,,0.5,iter_94
39,0.18,,0.5,iter_94
40,1.0,1.0,1.0,iter_94
41,0.3486238532110092,,0.5,iter_94
42,0.2727272727272727,,0.5,iter_94
43,0.09900990099009901,,0.5,iter_94
44,0.1565217391304348,,0.5,iter_94
45,0.22388059701492538,,0.5,iter_94
46,0.18269230769230768,,0.5,iter_94
47,0.08870967741935484,,0.5,iter_94
48,0.46,,0.5,iter_94
49,0.26277372262773724,,0.5,iter_94
