,accuracy,f1,precision,recall,model
0,0.1143,0.02224229620591886,0.10083452476314074,0.2863627254509018,iter_61
1,0.7177,0.711746300032811,0.7157094552856973,0.7828004094121439,model_full_61
2,0.1071,0.0557441500828624,0.10884092282363755,0.10294137594915713,model_empty_61
