,accuracy,f1,precision,recall,model
0,0.57,0.5431336241640867,0.5696317082773105,0.5945394424430314,iter_65
1,0.854,0.8530905606171066,0.8545806786472113,0.8543959237886956,model_full_65
2,0.106,0.0785488975486436,0.1041429355284232,0.1602304635628849,model_empty_65
3,0.208,0.17777351875115222,0.20375534518374022,0.19357419851864371,empty_trained_65
4,0.856,0.8548304789901744,0.8563497316965879,0.8551191660636619,model_full_trained_65
5,0.85,0.8485269832391286,0.8495076051963519,0.8486650701450044,empty_trained_replay_65
6,0.862,0.8598852704149353,0.8619462360739343,0.8601746442699539,model_full_trained_replay_65
