,accuracy,f1,precision,recall,model
0,0.5316,0.5163115172735255,0.5342966442838794,0.5514007789562654,iter_21
1,0.7644,0.7646825487581956,0.7648955883441758,0.7658981393869828,model_full_21
2,0.1216,0.0941564175949709,0.1213044180537668,0.1030438259864146,model_empty_21
3,0.1868,0.16727465643751518,0.1870417440458859,0.1901156967271573,empty_trained_21
4,0.7616,0.7617635089066507,0.7620660681985886,0.7627802593664883,model_full_trained_21
5,0.7384,0.7386055526372607,0.7390247419880741,0.7401183157295996,empty_trained_replay_21
6,0.78,0.7803081434222733,0.7803483769826497,0.7816192283559463,model_full_trained_replay_21
