,accuracy,f1,precision,recall,model
0,0.4964,0.497141367802503,0.4963659353664478,0.5115082125348832,iter_14
1,0.7712,0.7705065281981703,0.7705834086058453,0.772047498829733,model_full_14
2,0.108,0.0833864507478716,0.1068591586660638,0.0863661960140377,model_empty_14
3,0.1248,0.09707473666811026,0.12486509114929797,0.11579085678927366,empty_trained_14
4,0.7712,0.7704600338396954,0.770628149066262,0.7718871418575053,model_full_trained_14
5,0.7264,0.7253625756302668,0.726008106085597,0.7265673562306313,empty_trained_replay_14
6,0.796,0.7958155048382227,0.7958383132197955,0.7963099119137885,model_full_trained_replay_14
