,rank,rank_mass,auc,model
0,0.8,0.94240594,0.84,iter
1,0.7,0.9020793,0.6399999999999999,iter
2,0.7,0.9328663,0.76,iter
3,0.7,0.84484684,0.6599999999999999,iter
4,0.7,0.94246185,0.78,iter
5,0.8,0.9555947,0.8200000000000001,iter
6,0.9,0.92967623,0.9800000000000001,iter
7,0.8,0.90875554,0.86,iter
8,0.9,0.91431254,0.9400000000000001,iter
9,0.8,0.95328254,0.88,iter
10,0.7,0.91483265,0.66,iter
11,0.8,0.92306507,0.84,iter
12,0.8,0.8571968,0.76,iter
13,0.9,0.9381427,0.8800000000000001,iter
14,0.7,0.86071426,0.74,iter
15,0.9,0.9713958,0.9800000000000001,iter
16,0.8,0.9411806,0.92,iter
17,0.9,0.97886264,0.9800000000000001,iter
18,0.8,0.9351177,0.78,iter
19,0.8,0.9266474,0.76,iter
20,0.9,0.9333726,0.8800000000000001,iter
21,0.8,0.91362876,0.74,iter
22,0.8,0.9752303,0.8800000000000001,iter
23,0.8,0.91757405,0.8200000000000001,iter
24,0.9,0.9321429,0.92,iter
25,0.8,0.8479792,0.74,iter
26,0.8,0.9559433,0.7999999999999999,iter
27,0.8,0.9057854,0.88,iter
28,0.7,0.86199236,0.76,iter
29,0.8,0.9194292,0.82,iter
30,0.8,0.9581747,0.8,iter
31,0.9,0.965763,0.9400000000000001,iter
32,0.9,0.97878355,0.92,iter
33,0.8,0.9716941,0.84,iter
34,0.5,0.80593616,0.4,iter
35,1.0,0.96538943,1.0,iter
36,0.8,0.88905525,0.78,iter
37,1.0,0.95012975,1.0,iter
38,0.9,0.9678957,0.9600000000000001,iter
39,0.7,0.83471173,0.6600000000000001,iter
40,0.8,0.93720204,0.92,iter
41,0.8,0.93179476,0.9,iter
42,0.8,0.94381696,0.84,iter
43,0.8,0.8616031,0.8,iter
44,0.8,0.9514543,0.8,iter
45,0.8,0.95469636,0.8800000000000001,iter
46,0.9,0.9318403,0.8600000000000001,iter
47,0.8,0.9520884,0.86,iter
48,0.8,0.88573223,0.8,iter
49,0.9,0.98354167,0.9800000000000001,iter
50,0.8,0.94923776,0.88,iter
51,0.8,0.96254,0.8200000000000001,iter
52,0.7,0.8132706,0.68,iter
53,0.8,0.9459154,0.8400000000000001,iter
54,0.9,0.87777734,0.7600000000000001,iter
55,0.8,0.9771415,0.8400000000000001,iter
56,0.8,0.9409856,0.92,iter
57,0.8,0.8843375,0.84,iter
58,0.9,0.94473463,0.92,iter
59,0.9,0.9309999,0.8800000000000001,iter
60,0.9,0.9753704,0.9400000000000001,iter
61,0.9,0.9522545,0.9000000000000001,iter
62,0.8,0.9674435,0.8400000000000001,iter
63,0.8,0.9019356,0.84,iter
64,0.9,0.9679024,0.92,iter
65,1.0,0.9730782,1.0,iter
66,0.8,0.9292376,0.82,iter
67,0.9,0.9681999,0.96,iter
68,0.9,0.93732786,0.8800000000000001,iter
69,0.8,0.93364507,0.92,iter
70,0.8,0.9317221,0.78,iter
71,0.8,0.9156845,0.7799999999999999,iter
72,0.8,0.8943458,0.82,iter
73,0.8,0.9363009,0.78,iter
74,0.9,0.97536606,0.96,iter
75,0.8,0.9083576,0.74,iter
76,0.8,0.90242475,0.78,iter
77,0.7,0.93751776,0.78,iter
78,1.0,0.9731323,1.0,iter
79,0.7,0.8891423,0.7,iter
80,0.7,0.8983487,0.7399999999999999,iter
81,0.8,0.93376493,0.7800000000000001,iter
82,0.8,0.9387184,0.78,iter
83,0.9,0.9276953,0.92,iter
84,0.8,0.9468034,0.8400000000000001,iter
85,0.7,0.87108886,0.66,iter
86,0.9,0.9436721,0.96,iter
87,0.8,0.9207082,0.8200000000000001,iter
88,0.9,0.94758123,0.9199999999999999,iter
89,0.7,0.8818765,0.62,iter
90,0.8,0.9457354,0.9,iter
91,0.8,0.90237457,0.78,iter
92,1.0,0.9620195,1.0,iter
93,0.8,0.868305,0.78,iter
94,1.0,0.94665706,1.0,iter
95,0.9,0.98586667,0.9000000000000001,iter
96,0.8,0.9057545,0.7999999999999999,iter
