,accuracy,f1,precision,recall,model
0,0.772,0.7684290185533187,0.7720112708968332,0.772267513318466,Upper_Bound_20
1,0.2,0.1283569995267487,0.20167953316750534,0.18695322670341402,model_ADAM_20
2,0.292,0.2068489293270556,0.298070074031742,0.19233994705595106,model_ADAM_LT_20
3,0.174,0.12598707034838355,0.1733530423044937,0.1360091723675872,model_SGD_20
4,0.226,0.15478540056557982,0.21622263610093895,0.18748083553854486,model_SGD_LT_20
5,0.318,0.22673791240721458,0.3243215426257424,0.2114390036272115,model_ewc_20
6,0.2,0.0851430273664469,0.2117739403453689,0.0772749262849374,model_ewc_LT_20
7,0.268,0.1546416180215309,0.26700822392559903,0.2368026428242719,model_SI_20
8,0.192,0.09259493507409403,0.20237275761368378,0.08058440986124751,model_SI_LT_20
9,0.158,0.12615392120036423,0.16450916085576842,0.14377043957968813,model_MAS_20
10,0.248,0.18147931172302764,0.24430737096739435,0.22094895860687588,model_MAS_LT_20
11,0.874,0.8713693634600086,0.8730278850105082,0.8823636102311543,model_replay_20
12,0.872,0.8665247860033458,0.8715811695321249,0.8814517053524286,model_replay_LT_20
