,accuracy,f1,precision,recall,model
0,0.764,0.7579814171501106,0.7639833879676312,0.7606316451477424,Upper_Bound_14
1,0.224,0.15720092904344876,0.22347599296128706,0.2913607036718021,model_ADAM_14
2,0.284,0.16437124916513574,0.28351575528017225,0.13316748678847384,model_ADAM_LT_14
3,0.17,0.12199808890934687,0.16941321202350348,0.15873692852398372,model_SGD_14
4,0.188,0.15748623294502306,0.18554755610431253,0.17576381869498714,model_SGD_LT_14
5,0.308,0.2177038670161545,0.3106128968264736,0.18809886259552724,model_ewc_14
6,0.2,0.1025869874806045,0.21066731040242184,0.1785568008407475,model_ewc_LT_14
7,0.316,0.23110748496633868,0.32022209454935113,0.22293609916478818,model_SI_14
8,0.238,0.1460735607658503,0.24964825217071812,0.1484176709394879,model_SI_LT_14
9,0.176,0.14731649138107134,0.17350515807621875,0.14503426277291978,model_MAS_14
10,0.15,0.11723124659807312,0.14708682997118552,0.14919589866398378,model_MAS_LT_14
11,0.86,0.8566843106738224,0.8585918039786107,0.8674008657754317,model_replay_14
12,0.876,0.8741245113631463,0.8756156635789829,0.8873985740803508,model_replay_LT_14
