,accuracy,f1,precision,recall,model
0,0.748,0.7444264258184178,0.7479597627458928,0.7469643235868335,Upper_Bound_18
1,0.194,0.11109842836953024,0.19205870456140334,0.15758846304400978,model_ADAM_18
2,0.296,0.1807087365005495,0.29833955015689273,0.18396112407455423,model_ADAM_LT_18
3,0.144,0.11351170981667554,0.14256796614940942,0.1626607662628571,model_SGD_18
4,0.194,0.15575767885102332,0.1935090629931993,0.1711927672104663,model_SGD_LT_18
5,0.274,0.17332730082543885,0.2751438588805393,0.19250806441579563,model_ewc_18
6,0.23,0.14327669839856003,0.23086292023312485,0.32672938932368367,model_ewc_LT_18
7,0.3,0.19323298520994814,0.3010108159386143,0.2073976571417516,model_SI_18
8,0.24,0.12828859609800636,0.24971438657295977,0.1498808642954037,model_SI_LT_18
9,0.2,0.12747214862647735,0.1957777122684472,0.12678978504206082,model_MAS_18
10,0.162,0.1033922568303907,0.16053564995356193,0.11856312926919754,model_MAS_LT_18
11,0.874,0.869206820978128,0.8732484142465309,0.8833129073188342,model_replay_18
12,0.858,0.8523509478938829,0.8572890988037809,0.8712095948070614,model_replay_LT_18
