,accuracy,f1,precision,recall,model
0,0.748,0.7439088010546243,0.7478822952860085,0.7484086469900653,Upper_Bound_61
1,0.302,0.19358717610301018,0.2983348380980514,0.16518036148965937,model_ADAM_61
2,0.292,0.18560608706337348,0.2934152998989553,0.17879900668534449,model_ADAM_LT_61
3,0.178,0.11863106677387983,0.18692258127848466,0.14724903474903475,model_SGD_61
4,0.122,0.08124992359645414,0.12748977184547722,0.1445522008350763,model_SGD_LT_61
5,0.35,0.25079261454812096,0.3585282691436933,0.20614522799673174,model_ewc_61
6,0.224,0.1353626585273251,0.23295320149719134,0.24956218131106028,model_ewc_LT_61
7,0.316,0.2279766093872214,0.32119181011556003,0.2162256350963188,model_SI_61
8,0.228,0.1518445745562941,0.2354984218513576,0.17375714246672982,model_SI_LT_61
9,0.162,0.09457478271058986,0.17077045151496714,0.1500199211841146,model_MAS_61
10,0.134,0.10792338875270864,0.12910033372324034,0.122545515983016,model_MAS_LT_61
11,0.876,0.8724268343787868,0.8756278737014072,0.8859266378462806,model_replay_61
12,0.864,0.8562859304947679,0.8628984700492467,0.8763466383005808,model_replay_LT_61
