,accuracy,f1,precision,recall,model
0,0.748,0.7443126259969246,0.7472674741778885,0.7474832216443839,Upper_Bound_11
1,0.254,0.1346448055490609,0.24309202313403996,0.10498472046009286,model_ADAM_11
2,0.284,0.2002493370353558,0.2885738422574797,0.17317106837930893,model_ADAM_LT_11
3,0.144,0.14440813284640014,0.14129743939480346,0.18051017495040916,model_SGD_11
4,0.142,0.09924606360492229,0.1463833355431087,0.15556129158491366,model_SGD_LT_11
5,0.276,0.176572377511987,0.27943536830367566,0.17406308204507356,model_ewc_11
6,0.272,0.16531493609472256,0.26182319083232325,0.22798852512835563,model_ewc_LT_11
7,0.252,0.15247302349617015,0.25349030680989343,0.15824379820721285,model_SI_11
8,0.318,0.1923212604626034,0.3174401040609481,0.26032241812058843,model_SI_LT_11
9,0.222,0.1471343350603233,0.2111867667021977,0.1566129388946631,model_MAS_11
10,0.16,0.10530012453300124,0.15449613329061457,0.0875826616090635,model_MAS_LT_11
11,0.888,0.8847302600668057,0.887600685888048,0.891688833608159,model_replay_11
12,0.87,0.8652178546491907,0.8696393550880271,0.8811258824685325,model_replay_LT_11
