,accuracy,f1,precision,recall,model
0,0.1992,0.0761571315490069,0.201090426849514,0.12482401293351401,model_ADAM_12
1,0.2018,0.08084346444030295,0.20370453823272133,0.39558137737192794,model_ADAM_LT_12
2,0.2008,0.07815295684436471,0.202701468186069,0.32616861361282135,model_SGD_12
3,0.2032,0.08632295460830494,0.20533760604793277,0.1338944834276668,model_SGD_LT_12
4,0.1951,0.06526822451794276,0.19675375419988075,0.03915062205160066,model_ewc_12
5,0.098,0.01785063752276867,0.1,0.0098,model_ewc_LT_12
6,0.1959,0.0717737471784197,0.19771413483609085,0.1405728300661209,model_SI_12
7,0.098,0.01785063752276867,0.1,0.0098,model_SI_LT_12
8,0.0989,0.020833177174609713,0.10151224014938671,0.13763068284479285,model_MAS_12
9,0.098,0.01785063752276867,0.1,0.0098,model_MAS_LT_12
10,0.8946,0.8949252428615699,0.8950280037141424,0.8974046459179927,model_replay_12
11,0.8326,0.8296241981211082,0.8319659865920057,0.8517773640383755,model_replay_LT_12
