,accuracy,f1,precision,recall,model
0,0.2053,0.08910968017920948,0.20747320754562043,0.4331884613517267,model_ADAM_61
1,0.1997,0.0763519593711929,0.20133523371929235,0.33217285257789364,model_ADAM_LT_61
2,0.2093,0.09317403911818992,0.21162072286839959,0.2964162969839621,model_SGD_61
3,0.2038,0.08439661705455234,0.20584851915285646,0.2185217281861577,model_SGD_LT_61
4,0.1942,0.06724303171733423,0.19590095709456778,0.04100916875309992,model_ewc_61
5,0.098,0.01785063752276867,0.1,0.0098,model_ewc_LT_61
6,0.1933,0.06709257613239819,0.19500357682037536,0.14078967315128157,model_SI_61
7,0.098,0.01785063752276867,0.1,0.0098,model_SI_LT_61
8,0.099,0.021070502057151233,0.10165374291679093,0.15810264125710466,model_MAS_61
9,0.098,0.01785063752276867,0.1,0.0098,model_MAS_LT_61
10,0.8966,0.8966256321591273,0.8965511001751004,0.8988385202902623,model_replay_61
11,0.8277,0.8231082815485745,0.8258852374453232,0.8525266223849872,model_replay_LT_61
