,accuracy,f1,precision,recall,model
0,0.2136,0.10054582902269307,0.21566683561432215,0.33267331288581903,model_ADAM_21
1,0.214,0.10346432050271899,0.2165143997050553,0.3818833551124919,model_ADAM_LT_21
2,0.2098,0.09647474079913307,0.21220477936646037,0.3340160702218406,model_SGD_21
3,0.2166,0.10593855965437955,0.21924574193159146,0.44754702903947347,model_SGD_LT_21
4,0.1948,0.0659267135490944,0.19645972765623973,0.13904926638755075,model_ewc_21
5,0.098,0.01785063752276867,0.1,0.0098,model_ewc_LT_21
6,0.194,0.06897996964467108,0.19573439767423592,0.14154170357547574,model_SI_21
7,0.098,0.01785063752276867,0.1,0.0098,model_SI_LT_21
8,0.102,0.02586398401553757,0.1040946687044862,0.15272043399638338,model_MAS_21
9,0.098,0.01785063752276867,0.1,0.0098,model_MAS_LT_21
10,0.909,0.9086935552660174,0.9091109008361201,0.910126233197167,model_replay_21
11,0.8488,0.8473725686999046,0.8479764545505372,0.8693192269017548,model_replay_LT_21
