,accuracy,f1,precision,recall,model
0,0.2153,0.10479461488595354,0.2179471418727827,0.3364124233850193,model_ADAM_65
1,0.2041,0.08699572620750959,0.20628050712619173,0.1579734418572189,model_ADAM_LT_65
2,0.2048,0.08725253921454088,0.20695599362325945,0.4002352965188104,model_SGD_65
3,0.218,0.10929187853734582,0.21991079019122242,0.4696475818587822,model_SGD_LT_65
4,0.1914,0.07429018752266539,0.19320903103798587,0.1464795459154965,model_ewc_65
5,0.098,0.01785063752276867,0.1,0.0098,model_ewc_LT_65
6,0.1947,0.06649304850397689,0.19638225172625018,0.040276772788573875,model_SI_65
7,0.098,0.01785063752276867,0.1,0.0098,model_SI_LT_65
8,0.0985,0.019870328950711752,0.1009691629955947,0.10986029560639805,model_MAS_65
9,0.098,0.01785063752276867,0.1,0.0098,model_MAS_LT_65
10,0.8986,0.8989153715375299,0.8991234056367172,0.9026804717225831,model_replay_65
11,0.835,0.830182272755936,0.8333766685140713,0.8486403881609332,model_replay_LT_65
