,accuracy,f1,precision,recall,model
0,0.1964,0.07069922931492763,0.1981595968885473,0.4894651826408006,model_ADAM_18
1,0.2,0.07650533117911969,0.20189107341794404,0.2287105754770419,model_ADAM_LT_18
2,0.2155,0.10324644626389871,0.21805871834472135,0.3295463616787476,model_SGD_18
3,0.2015,0.08098297620967575,0.20349507071442696,0.32413424786715483,model_SGD_LT_18
4,0.2045,0.0865919670654066,0.20662231711334006,0.13639210641398503,model_ewc_18
5,0.098,0.01785063752276867,0.1,0.0098,model_ewc_LT_18
6,0.1959,0.06581882659870866,0.19757154805925317,0.0395612216395655,model_SI_18
7,0.098,0.01785063752276867,0.1,0.0098,model_SI_LT_18
8,0.1027,0.026933948807508247,0.10469270915140254,0.1529332274687466,model_MAS_18
9,0.098,0.01785063752276867,0.1,0.0098,model_MAS_LT_18
10,0.9085,0.9086988717320269,0.9088200677179525,0.9105897043416183,model_replay_18
11,0.844,0.8394495859999787,0.8426302829159742,0.8563363086358106,model_replay_LT_18
