,accuracy,f1,precision,recall,model
0,0.0676,0.050975184991844516,0.0687183046652794,0.12827617689921766,model_ADAM_12
1,0.1856,0.06189613665023501,0.17968975468975468,0.0374395992398312,model_ADAM_LT_12
2,0.0932,0.058550656306658,0.09470591672962445,0.099203515694015,model_SGD_12
3,0.172,0.05841947866352282,0.16664862914862916,0.03566286506983313,model_SGD_LT_12
4,0.1856,0.061373396424676874,0.1795093795093795,0.0370220097856947,model_ewc_12
5,0.1136,0.09410989984716756,0.11281642206968825,0.1119541026884231,model_ewc_LT_12
6,0.1904,0.0630589540265554,0.1843073593073593,0.03803695367624305,model_SI_12
7,0.0848,0.06425455974043368,0.0840113869465217,0.17477556817680245,model_SI_LT_12
8,0.1724,0.05811659264572747,0.1669191919191919,0.03532359872157566,model_MAS_12
9,0.1292,0.10211604628595641,0.12665008221652593,0.11872050022218372,model_MAS_LT_12
10,0.7548,0.7551475504236288,0.7550813676943294,0.7572014130781203,model_replay_12
11,0.7476,0.7481535220352736,0.7475604087805837,0.7495341744632696,model_replay_LT_12
