,accuracy,f1,precision,recall,model
0,0.1064,0.07284083843329846,0.10725527852656676,0.09813267820468381,model_ADAM_94
1,0.1912,0.06347533644124619,0.1852272727272727,0.03832019988468192,model_ADAM_LT_94
2,0.0756,0.0602703499677966,0.07536745137825004,0.18166241601193542,model_SGD_94
3,0.1876,0.06218703516261057,0.1817279942279942,0.03751194590841428,model_SGD_LT_94
4,0.1964,0.06534219878482173,0.19034992784992785,0.039495989569537704,model_ewc_94
5,0.08,0.06657520280067583,0.08009126726320813,0.20397621045980344,model_ewc_LT_94
6,0.1924,0.063798770750842,0.1863997113997114,0.0384860606775031,model_SI_94
7,0.102,0.05555392840902211,0.10196919980660771,0.1285900886676535,model_SI_LT_94
8,0.184,0.06123708602236209,0.17824675324675324,0.03699985281244432,model_MAS_94
9,0.0964,0.08556420836473753,0.09443550565404038,0.10828504173203099,model_MAS_LT_94
10,0.7332,0.7310560809017916,0.7317756200542811,0.734523023793667,model_replay_94
11,0.7376,0.735892374177268,0.7365836377826227,0.7384030454994168,model_replay_LT_94
