,accuracy,f1,precision,recall,model
0,0.126,0.11188078905756949,0.12834370190900626,0.21099611370477606,model_ADAM_65
1,0.1992,0.06788273001508296,0.19305555555555556,0.041420202084935485,model_ADAM_LT_65
2,0.0768,0.06488842110510383,0.07713121621561067,0.09167881183510648,model_SGD_65
3,0.1812,0.06074748105912677,0.17575757575757575,0.03676761760620322,model_SGD_LT_65
4,0.1948,0.06489406794628161,0.18890692640692638,0.039191971178589816,model_ewc_65
5,0.1036,0.08817589016295704,0.10215026007715758,0.09573711311206332,model_ewc_LT_65
6,0.1956,0.06788264784333715,0.1895743145743146,0.04176389463238537,model_SI_65
7,0.1284,0.07080790943112206,0.12504608496488773,0.10319420658733924,model_SI_LT_65
8,0.1836,0.061865585933802134,0.17803030303030304,0.03753284099078492,model_MAS_65
9,0.0968,0.06888844356458752,0.09388285020895885,0.09656551259589698,model_MAS_LT_65
10,0.7252,0.7247655404716306,0.7248105476385416,0.7262882962474809,model_replay_65
11,0.7324,0.7321184860640602,0.7319559334383354,0.7338733178776623,model_replay_LT_65
