,accuracy,f1,precision,recall,model
0,0.106,0.05450985054402242,0.1060741886329851,0.053490068377665324,model_ADAM_14
1,0.1856,0.06144922230294432,0.1795995670995671,0.03706557722470253,model_ADAM_LT_14
2,0.1184,0.07525946233130183,0.11705691157348579,0.11826923799707209,model_SGD_14
3,0.1668,0.05538270353237719,0.1616161616161616,0.03343766662565112,model_SGD_LT_14
4,0.1872,0.0621087813115677,0.18118686868686867,0.03748694129214634,model_ewc_14
5,0.0548,0.034434821391946306,0.05437315533683559,0.08578625870965016,model_ewc_LT_14
6,0.1872,0.06190872660228706,0.18104256854256856,0.03735909822866344,model_SI_14
7,0.0892,0.06375722961302834,0.08787458265714013,0.06944883536529528,model_SI_LT_14
8,0.1692,0.05613778458103358,0.1636904761904762,0.03392708801459874,model_MAS_14
9,0.1236,0.07654861576080475,0.1237188450786649,0.16788199439265383,model_MAS_LT_14
10,0.7616,0.7619069607030277,0.7614357618827668,0.7652585300539679,model_replay_14
11,0.7696,0.769668798046807,0.7693289883824034,0.771269183081614,model_replay_LT_14
