,accuracy,f1,precision,recall,model
0,0.0968,0.08352518054917366,0.09806404181848524,0.09079620366191597,model_ADAM_22
1,0.1968,0.06749233425376752,0.19074675324675325,0.04142595712777021,model_ADAM_LT_22
2,0.0924,0.06669847212216913,0.09146055543181841,0.07303971126518631,model_SGD_22
3,0.1904,0.06345138562043114,0.18432539682539684,0.03836775176588785,model_SGD_LT_22
4,0.1988,0.0667899423721603,0.19258658008658008,0.04055217016851102,model_ewc_22
5,0.118,0.09380583745786442,0.11892683034586735,0.1130569058885879,model_ewc_LT_22
6,0.1964,0.06626169673783797,0.19025974025974027,0.04031174433043592,model_SI_22
7,0.1096,0.0740756230630024,0.10952797224628934,0.1166930911892063,model_SI_LT_22
8,0.1852,0.0620640629328015,0.17941919191919192,0.037638861078332454,model_MAS_22
9,0.0988,0.06887664928358049,0.09990581364263983,0.07061968442400178,model_MAS_LT_22
10,0.7624,0.7612680691731064,0.761351489070014,0.7638997684436821,model_replay_22
11,0.7436,0.7430932471060114,0.742915594238555,0.7459047782875418,model_replay_LT_22
