,accuracy,f1,precision,recall,model
0,0.148,0.12670394619757422,0.15333997187131113,0.13895686219382591,model_ADAM_20
1,0.152,0.11655439282774524,0.15282532239092478,0.17112397254080408,model_ADAM_LT_20
2,0.19,0.1274763153280678,0.18951392214117382,0.13484483967616498,model_SGD_20
3,0.204,0.12784154361249736,0.204310346507634,0.14335967222709978,model_SGD_LT_20
4,0.192,0.06390322006760363,0.19194847020933978,0.038358619806670505,model_ewc_20
5,0.104,0.018840579710144925,0.1,0.0104,model_ewc_LT_20
6,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_SI_20
7,0.104,0.018840579710144925,0.1,0.0104,model_SI_LT_20
8,0.18,0.05994397759103641,0.18019323671497584,0.035983102918586786,model_MAS_20
9,0.104,0.018840579710144925,0.1,0.0104,model_MAS_LT_20
10,0.64,0.6319045616021716,0.6420069804424948,0.6311910283787298,model_replay_20
11,0.766,0.7504244416172547,0.7653275227797985,0.7624505787687936,model_replay_LT_20
