,accuracy,f1,precision,recall,model
0,0.182,0.11924002436575203,0.17597345832076358,0.13500903917499843,model_ADAM_11
1,0.202,0.1399536262564429,0.19163627631214708,0.16152852049910874,model_ADAM_LT_11
2,0.2,0.1735114961524396,0.19694959312405647,0.1995352656587204,model_SGD_11
3,0.204,0.1775200703279936,0.21166200464968962,0.19286013164231391,model_SGD_LT_11
4,0.192,0.06390322006760363,0.19194847020933978,0.038358619806670505,model_ewc_11
5,0.104,0.018840579710144925,0.1,0.0104,model_ewc_LT_11
6,0.19,0.06325888539315849,0.19009661835748792,0.03797186794898465,model_SI_11
7,0.104,0.018840579710144925,0.1,0.0104,model_SI_LT_11
8,0.18,0.05994397759103641,0.18019323671497584,0.035983102918586786,model_MAS_11
9,0.104,0.018840579710144925,0.1,0.0104,model_MAS_LT_11
10,0.652,0.6461626833888626,0.6524574997605025,0.6519297294645792,model_replay_11
11,0.776,0.7691217177193542,0.7764501676757354,0.770628258684862,model_replay_LT_11
