,accuracy,f1,precision,recall,model
0,0.206,0.1414298997938161,0.19571830384255112,0.12285807652217515,model_ADAM_94
1,0.21,0.1478278465720326,0.20662507530813262,0.14614505248682177,model_ADAM_LT_94
2,0.118,0.09552081925837058,0.11775758649486165,0.08678691964219046,model_SGD_94
3,0.218,0.15892866635150113,0.2243871269992297,0.18576047759017772,model_SGD_LT_94
4,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_ewc_94
5,0.104,0.018840579710144925,0.1,0.0104,model_ewc_LT_94
6,0.192,0.06390322006760363,0.19194847020933978,0.038358619806670505,model_SI_94
7,0.104,0.018840579710144925,0.1,0.0104,model_SI_LT_94
8,0.184,0.06130867709815078,0.18454106280193236,0.0368,model_MAS_94
9,0.104,0.018840579710144925,0.1,0.0104,model_MAS_LT_94
10,0.624,0.6153212313746328,0.6256093648405165,0.611066921122022,model_replay_94
11,0.792,0.7795812193897526,0.7902804518279876,0.7917154081437162,model_replay_LT_94
