,accuracy,f1,precision,recall,model
0,0.194,0.14082616644942775,0.19027290912175876,0.15526640026640026,model_ADAM_21
1,0.208,0.1485389187426956,0.20047421679112992,0.15672772482408756,model_ADAM_LT_21
2,0.164,0.15688030149618143,0.15911263743795895,0.19397510513960914,model_SGD_21
3,0.242,0.18572320419750943,0.2360441755108051,0.25862886531853113,model_SGD_LT_21
4,0.196,0.06527944511137788,0.19629629629629627,0.03918330773169483,model_ewc_21
5,0.104,0.018840579710144925,0.1,0.0104,model_ewc_LT_21
6,0.192,0.06390322006760363,0.19194847020933978,0.038358619806670505,model_SI_21
7,0.104,0.018840579710144925,0.1,0.0104,model_SI_LT_21
8,0.178,0.05929424840233397,0.17834138486312398,0.0355925694811117,model_MAS_21
9,0.104,0.018840579710144925,0.1,0.0104,model_MAS_LT_21
10,0.654,0.6488223051597204,0.6549079413654361,0.6531663225125695,model_replay_21
11,0.77,0.7587637587090464,0.7697601391525486,0.7579212863035487,model_replay_LT_21
