,accuracy,f1,precision,recall,model
0,0.216,0.17542128203631754,0.21072705909375777,0.20725820958353952,model_ADAM_22
1,0.228,0.1700213873331406,0.23171570236068195,0.18147301445736946,model_ADAM_LT_22
2,0.134,0.08302530195907501,0.13129838676538158,0.12349250895902594,model_SGD_22
3,0.21,0.14368637433532594,0.20787456288616143,0.14379453005437257,model_SGD_LT_22
4,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_ewc_22
5,0.104,0.018840579710144925,0.1,0.0104,model_ewc_LT_22
6,0.19,0.06325888539315849,0.19009661835748792,0.03797186794898465,model_SI_22
7,0.104,0.018840579710144925,0.1,0.0104,model_SI_LT_22
8,0.182,0.06065273193986065,0.18268921095008053,0.036405382486119776,model_MAS_22
9,0.104,0.018840579710144925,0.1,0.0104,model_MAS_LT_22
10,0.638,0.6284814073121779,0.6387442214710168,0.6267324124503781,model_replay_22
11,0.762,0.7530587406586899,0.7615133116574274,0.7531542099351721,model_replay_LT_22
