,accuracy,f1,precision,recall,model
0,0.212,0.17660216445660742,0.2200257664792779,0.26989804016942837,model_ADAM_14
1,0.208,0.1679370294715401,0.20316009058139756,0.2326024853249454,model_ADAM_LT_14
2,0.134,0.09171334397450769,0.13157207520268577,0.10692592636357763,model_SGD_14
3,0.142,0.08705768587577627,0.13961423559875044,0.08598492384037633,model_SGD_LT_14
4,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_ewc_14
5,0.104,0.018840579710144925,0.1,0.0104,model_ewc_LT_14
6,0.192,0.06390322006760363,0.19194847020933978,0.038358619806670505,model_SI_14
7,0.104,0.018840579710144925,0.1,0.0104,model_SI_LT_14
8,0.182,0.06062795220894692,0.1823671497584541,0.0363925822813165,model_MAS_14
9,0.104,0.018840579710144925,0.1,0.0104,model_MAS_LT_14
10,0.688,0.677902655910594,0.688114261650359,0.6758628677166778,model_replay_14
11,0.754,0.7450267287839186,0.7552028619721181,0.743976191839059,model_replay_LT_14
