,accuracy,f1,precision,recall,model
0,0.6702,0.6692827876138241,0.6785815545644958,0.8305202578670572,Upper_Bound_21
1,0.4373,0.35955419602346506,0.43258030216840326,0.5265326657630987,model_ADAM_21
2,0.1935,0.06923809116869846,0.1952015290387184,0.1419909966812743,model_ADAM_LT_21
3,0.4895,0.4565862632289651,0.48357991015500695,0.5333784174595967,model_SGD_21
4,0.2024,0.08544718550440893,0.20405109749077655,0.5719642475616766,model_SGD_LT_21
5,0.192,0.06535937667425214,0.19357100265983967,0.03950078015372693,model_ewc_21
6,0.4405,0.3517350518053455,0.43703444722980905,0.4985119420230322,model_ewc_LT_21
7,0.1927,0.07070387775572613,0.1944097862449244,0.16355098875142599,model_SI_21
8,0.3889,0.34615408339834347,0.38400945170876916,0.5534788247629536,model_SI_LT_21
9,0.2298,0.13550696433356563,0.23183078326215725,0.4794217703079225,model_MAS_21
10,0.5647,0.5492511789895431,0.5608605934360463,0.6153834165845351,model_MAS_LT_21
11,0.8301,0.8321332996615917,0.8272227677625482,0.8676198673453058,model_replay_21
12,0.851,0.8522812987658804,0.8471078474085904,0.8723679563112305,model_replay_LT_21
