,accuracy,f1,precision,recall,model
0,0.6698,0.6675392903578381,0.6791424080807287,0.8349515569810523,Upper_Bound_20
1,0.4572,0.36095322344947506,0.45475149759208655,0.6555815947136905,model_ADAM_20
2,0.1931,0.06743112063796962,0.19477808781021927,0.14110630868644963,model_ADAM_LT_20
3,0.6194,0.6064585227952706,0.6172646510077364,0.6303106364004678,model_SGD_20
4,0.2314,0.13440170765096834,0.23088346682054758,0.456657006065206,model_SGD_LT_20
5,0.1922,0.06415142947798125,0.19381907799008108,0.03843832454017151,model_ewc_20
6,0.4349,0.36487226777831405,0.43331484034852596,0.5384548846764615,model_ewc_LT_20
7,0.1939,0.06894236290738398,0.19566364734315497,0.05495160893722277,model_SI_20
8,0.4489,0.36731784596522077,0.44570994271147135,0.4517502118813515,model_SI_LT_20
9,0.2001,0.08049158762695469,0.20190705844951956,0.6229071839168162,model_MAS_20
10,0.5483,0.5270284104504422,0.5420438526910331,0.602234298668785,model_MAS_LT_20
11,0.7813,0.7665022623434505,0.7796337292991289,0.797935499896283,model_replay_20
12,0.8579,0.859538267006846,0.8555615127649613,0.8804400947985748,model_replay_LT_20
