,accuracy,f1,precision,recall,model
0,0.6999,0.6974603580012786,0.7100123957541357,0.8437623403598027,Upper_Bound_94
1,0.4734,0.40808225992406977,0.471545654744738,0.5655263887675188,model_ADAM_94
2,0.1927,0.06823911141451619,0.19435379327327157,0.04204540741488688,model_ADAM_LT_94
3,0.4703,0.4181332463904637,0.4631694799938944,0.5564063800751089,model_SGD_94
4,0.205,0.09071281681345492,0.20716485556683878,0.4798633183065317,model_SGD_LT_94
5,0.1934,0.06689093813792316,0.195107598798716,0.17375426015622655,model_ewc_94
6,0.5103,0.4276099899789901,0.5101814822455093,0.5893241287020343,model_ewc_LT_94
7,0.1922,0.06904615262095697,0.19382043056390424,0.1426389209960083,model_SI_94
8,0.4282,0.3527241825834352,0.42447766176299,0.4347583118771823,model_SI_LT_94
9,0.2158,0.10928122598149939,0.2166165866098691,0.5445035627260484,model_MAS_94
10,0.5274,0.4755947037961968,0.5215282030543529,0.5446488148533952,model_MAS_LT_94
11,0.7341,0.7208945190776395,0.7253548785519048,0.78271357975831,model_replay_94
12,0.863,0.8622668791102963,0.8587182658922187,0.8883659665164293,model_replay_LT_94
