,accuracy,f1,precision,recall,model
0,0.686,0.689665662481111,0.6935480080554234,0.845976495951834,Upper_Bound_14
1,0.4233,0.3298949606322603,0.41922251971775726,0.514776257426955,model_ADAM_14
2,0.1936,0.0680810992526933,0.19524540563860518,0.08643868547897823,model_ADAM_LT_14
3,0.5231,0.48812701982282236,0.5211803608612388,0.5380284293609117,model_SGD_14
4,0.2323,0.13130866840502592,0.2317943267794514,0.5405839135381243,model_SGD_LT_14
5,0.1895,0.06661435936327624,0.19112891573375554,0.040901001486707084,model_ewc_14
6,0.5559,0.5201923097493661,0.5545667538149361,0.5763542916989001,model_ewc_LT_14
7,0.1938,0.0684988800782983,0.19562209636913463,0.16491153229087593,model_SI_14
8,0.4744,0.40695654335708287,0.4731385104475268,0.4312665355159112,model_SI_LT_14
9,0.208,0.09527930393278125,0.20927033192558006,0.46308769954805235,model_MAS_14
10,0.5424,0.5018420790457484,0.5366529663713079,0.5800464868516941,model_MAS_LT_14
11,0.7977,0.7779766865866797,0.7921693944905017,0.7974820020224581,model_replay_14
12,0.8269,0.8239426934500982,0.8219276368763611,0.8663972051405953,model_replay_LT_14
