,accuracy,f1,precision,recall,model
0,0.6311,0.6284072637780629,0.6396899984694524,0.828370032374659,Upper_Bound_12
1,0.4102,0.3210723264601541,0.4059668867476529,0.380885240601673,model_ADAM_12
2,0.1916,0.06629617552603059,0.19327428909832045,0.0404159047903264,model_ADAM_LT_12
3,0.5107,0.47349589800523234,0.5086784111980243,0.4919599957192549,model_SGD_12
4,0.235,0.1397932112966518,0.23593438275802509,0.6642373714849853,model_SGD_LT_12
5,0.1937,0.06494604951998555,0.19529857565280034,0.03899315782945219,model_ewc_12
6,0.471,0.42094058161713044,0.4614568362733243,0.5470177708382421,model_ewc_LT_12
7,0.1931,0.06871951578739491,0.19478583915194464,0.042466946920950085,model_SI_12
8,0.5352,0.47462882104563936,0.5353943999634023,0.526647620744797,model_SI_LT_12
9,0.221,0.11519511738136765,0.22257916425007304,0.6275006502016093,model_MAS_12
10,0.5273,0.4820682882167602,0.524594228082542,0.556060055595961,model_MAS_LT_12
11,0.6964,0.6640441280296087,0.6921734795997069,0.6952625421133357,model_replay_12
12,0.8594,0.863410734642134,0.8569700712013381,0.8875331779163179,model_replay_LT_12
