,0
0,0.06132181166712046
1,0.06135207782252625
2,0.06040583935096065
3,0.06193199985164257
4,0.0631226843977207
5,0.0673503713689131
6,0.06488572922390827
7,0.06726192543826284
8,0.07608001018217533
9,0.08851686265635268
10,0.09931667255451429
11,0.10414998660039987
12,0.09390580021935305
13,0.08949918678527168
14,0.08949918678527168
15,0.09483488276700683
16,0.10158292932902468
17,0.10286216086313504
18,0.10848944528885877
19,0.09939685112531957
20,0.11153424784082547
21,0.111471544060981
22,0.13007293051588356
23,0.13612860901072374
24,0.13246644155120704
25,0.13808512388548116
26,0.12702805492859115
27,0.1386269929372331
28,0.13738320301490126
29,0.14383220312239925
30,0.15352575709917843
31,0.13831851761024885
32,0.1610199623688938
33,0.15832526842959033
34,0.1584241012104063
35,0.17734036657989766
36,0.17361104284396786
37,0.17097360073364404
38,0.16759111876292232
39,0.1653755581727831
40,0.18615086520789048
41,0.18615086520789048
42,0.19137968643539877
43,0.19464402509110193
44,0.18602476706005333
45,0.18471656007329593
46,0.1932393247974536
47,0.1880880274147984
48,0.1880880274147984
49,0.2062311201722221
50,0.20607793679487946
51,0.2083731282605815
52,0.2123802823523301
53,0.21412576135857503
54,0.2306391078237963
55,0.24426164639861633
56,0.24401921867531784
57,0.23602619409107367
58,0.23602619409107367
59,0.243672804908676
60,0.24400707344537148
61,0.2572358852279399
62,0.2572358852279399
63,0.26030316628393935
64,0.2578972431397659
65,0.2549849134745036
66,0.2631385836853207
67,0.26230209509372326
68,0.26230209509372326
69,0.2567532730592944
70,0.27450588563844247
71,0.2812145084022811
72,0.26451572760067255
73,0.25706481926814717
74,0.26700263189581913
75,0.26712566579658187
76,0.2670067756994814
77,0.28444282844002206
78,0.287895401310123
79,0.2685300569317186
80,0.2849378528173826
81,0.28973852226470564
82,0.28331093695756715
83,0.28552528028626284
84,0.2842375889554726
85,0.2846999972866365
86,0.28773751214964033
87,0.2749870304276183
88,0.2749870304276183
89,0.2873709554571249
90,0.3055365760646957
91,0.2966359309355352
92,0.29625525385789314
93,0.2839772264393444
94,0.2902429113783874
95,0.2914705937349786
96,0.2928205051677566
97,0.30978432697073877
98,0.30978432697073877
99,0.30978432697073877
100,0.3140983185043146
101,0.2980076479212425
102,0.32231709511832285
103,0.3266938165779608
104,0.32781152388592594
105,0.32781152388592594
106,0.3500463597097089
107,0.3653341878387815
108,0.3700990876125829
109,0.3574791532279967
110,0.35756011969903706
111,0.36785056976095726
112,0.36785056976095726
113,0.3718250768313883
114,0.37191220325967356
115,0.36908232692516774
116,0.35081707024392694
117,0.34514026054546937
118,0.3530950247040646
119,0.35862691857461126
120,0.3589432512868584
121,0.3589432512868584
122,0.34491318382530184
123,0.3540816377976191
124,0.34728955607745793
125,0.35312847049116736
126,0.36379084263575
127,0.3505447963044496
128,0.3505447963044496
129,0.34455862063974474
130,0.3485708740080794
131,0.3485708740080794
132,0.3447940913926431
133,0.37407729664198397
134,0.37162409619203823
135,0.3748078018090982
136,0.37623081327224256
137,0.39028316803175345
138,0.39028316803175345
139,0.397013434510322
140,0.41024016840427696
141,0.41615811927798135
142,0.4149240144592691
143,0.4149240144592691
144,0.40920411415240165
145,0.40722411526127383
146,0.4048254450581032
147,0.4048254450581032
148,0.4090631399807784
149,0.40675708350158174
150,0.4179116251109196
151,0.4179116251109196
152,0.4177846799087982
153,0.40886022727087024
154,0.40707959326034115
155,0.4162110672409356
156,0.42160359680940696
157,0.4110501830026706
158,0.4110501830026706
159,0.411921273267443
160,0.4028924432067419
161,0.4042109138723527
162,0.41742807073036586
163,0.43026248959389657
164,0.4414519090886597
165,0.45351165454283243
166,0.4555266967173942
167,0.45706893365193785
168,0.45706893365193785
169,0.45780590551756034
170,0.4576732088024141
171,0.4462709040403571
172,0.4462709040403571
173,0.44754570927235554
174,0.44111485244293497
175,0.4424637352982647
176,0.4424637352982647
177,0.43831783037537264
178,0.44272215916599506
179,0.44272215916599506
180,0.43239453671003164
181,0.4283980745394024
182,0.4283980745394024
183,0.4276463287615502
184,0.41651219909558207
185,0.4097114018759667
186,0.4097114018759667
187,0.4231197750392444
188,0.4231197750392444
189,0.4416871627966459
190,0.44945344509417084
191,0.4481561756195399
192,0.4566660106962798
193,0.4566660106962798
194,0.4566660106962798
195,0.4566660106962798
196,0.4374721424667918
197,0.416031237942735
198,0.4253104056428393
199,0.4253104056428393
200,0.4253104056428393
201,0.4245791300495697
202,0.44248366612330303
203,0.44248366612330303
204,0.44248366612330303
205,0.4468835891701242
206,0.4468835891701242
207,0.4468835891701242
208,0.4483815952001072
209,0.4483815952001072
210,0.46385968177247083
211,0.46493225644211844
212,0.46493225644211844
213,0.46493225644211844
214,0.4763150955828461
215,0.48331809140011295
216,0.4898430536632121
217,0.4898430536632121
218,0.49508836568657566
219,0.47987341621462376
220,0.47987341621462376
221,0.47987341621462376
222,0.49088086134206377
223,0.48495554667396557
224,0.4837474527295287
225,0.48269245591552074
226,0.4855136103590172
227,0.4805974870400145
228,0.4805974870400145
229,0.48546096384173654
230,0.48546096384173654
231,0.4796592290927609
232,0.48279415415714466
233,0.4750284370695713
234,0.46886470396361635
235,0.46886470396361635
236,0.4782329251410868
237,0.4917735719548434
238,0.4988419458773243
239,0.4985898565999246
240,0.4911552988757644
241,0.48701990314994703
242,0.4917072323938091
243,0.48726085636706074
244,0.48370851140399784
245,0.46730501535419505
246,0.46730501535419505
247,0.46730501535419505
248,0.46730501535419505
249,0.46730501535419505
250,0.4602057675355586
251,0.4845662194464423
252,0.4882177344859137
253,0.4882177344859137
254,0.5065683877453033
255,0.5025410788767372
256,0.48028041156672135
257,0.4900999021498982
258,0.4900999021498982
259,0.4900999021498982
260,0.490093615333692
261,0.4939791391965548
262,0.5053678865508475
263,0.5212171876273533
264,0.5263112007294097
265,0.5140656550504009
266,0.5177529647053869
267,0.5177529647053869
268,0.5208859452710568
269,0.5031650474717556
270,0.507728935348126
271,0.5219186439153376
272,0.49306884869657
273,0.49306884869657
274,0.48721958649948566
275,0.48493510143059126
276,0.4903360186952045
277,0.4903360186952045
278,0.48999218609789574
279,0.49048893592279497
280,0.49719179905542105
281,0.49719179905542105
282,0.5041952428412674
283,0.48657651324731666
284,0.49063094385675193
285,0.49042632086431404
286,0.4752296820370788
287,0.4752296820370788
288,0.4752296820370788
289,0.47567884095576113
290,0.47567884095576113
291,0.47567884095576113
292,0.48107194657229774
293,0.48107194657229774
294,0.4814183003434235
295,0.4814183003434235
296,0.46209121631889866
297,0.46209121631889866
298,0.4733839700371597
299,0.470582759506199
300,0.4838270531141986
301,0.48398302932406984
302,0.48855734970551457
303,0.48855734970551457
304,0.48855734970551457
305,0.5072711462170735
306,0.5072711462170735
307,0.49938361392756436
308,0.5330164354342763
309,0.5411570630276492
310,0.5346988611961152
311,0.5210692197640396
312,0.5338259655640817
313,0.5338259655640817
314,0.55511603195716
315,0.576196247019586
316,0.576196247019586
317,0.576196247019586
318,0.5863871945728887
319,0.5863871945728887
320,0.5863871945728887
321,0.5863871945728887
322,0.5904374055058617
323,0.5904374055058617
324,0.5904374055058617
325,0.5740904402938987
326,0.5838905376416652
327,0.5914631481851891
328,0.5914631481851891
329,0.5790345692148803
330,0.5593927987922467
331,0.5749534533428149
332,0.5733159842815638
333,0.5490800265168478
334,0.5490800265168478
335,0.5588967028740105
336,0.5540156825133749
337,0.5540156825133749
338,0.5606244446674027
339,0.5606244446674027
340,0.5606244446674027
341,0.5575332476732843
342,0.559842601217942
343,0.53136619989868
344,0.5261504884004734
345,0.5335515713792265
346,0.5207995631844355
347,0.5280664950108922
348,0.5491929441302137
349,0.5471191909779916
350,0.5512820144293791
351,0.5512820144293791
352,0.5512820144293791
353,0.5512820144293791
354,0.5494319036523079
355,0.5526759707015586
356,0.5604743457675315
357,0.5604743457675315
358,0.5464822366228821
359,0.5695647988722012
360,0.5695647988722012
361,0.5695647988722012
362,0.5581197627258125
363,0.5621914988915895
364,0.56462366156999
365,0.5751773557161809
366,0.5734013068436343
367,0.5828839625842896
368,0.5828839625842896
369,0.5767666584131497
370,0.5781688361378577
371,0.5808604410896405
372,0.586563471171438
373,0.5697570062705039
374,0.5593219113118453
375,0.5572822973182339
376,0.5501737556620746
377,0.5527421117348362
378,0.5631199549342125
379,0.5642487686652131
380,0.5510711785532699
381,0.5557576271093045
382,0.5557576271093045
383,0.5543189520545331
384,0.5543189520545331
385,0.5331264441094524
386,0.5331264441094524
387,0.5453377893742818
388,0.5514515100496424
389,0.5666244093334658
390,0.5547968708324498
391,0.5628861460375305
392,0.5628861460375305
393,0.5629433461623781
394,0.5629433461623781
395,0.5629433461623781
396,0.5751401644305344
397,0.5714359202143908
398,0.5717887382262029
399,0.575872416990272
400,0.575872416990272
401,0.5908431056883741
402,0.5873168293245588
403,0.5870029431032842
404,0.5870029431032842
405,0.5626462419909244
406,0.562555669822896
407,0.562555669822896
408,0.5901973777647109
409,0.5863422342866837
410,0.6067574827726845
411,0.6072528282513685
412,0.6157517670700845
413,0.6134656486520014
414,0.6055399759314107
415,0.6055399759314107
416,0.6149924549679228
417,0.6149924549679228
418,0.6149924549679228
419,0.6322761920212254
420,0.6372300468772288
421,0.6372300468772288
422,0.637163874458266
423,0.637163874458266
424,0.6579788247092451
425,0.6442473983544286
426,0.6538842579812758
427,0.6538842579812758
428,0.6538842579812758
429,0.6538842579812758
430,0.6539334454930315
431,0.6627415606829989
432,0.6627415606829989
433,0.6627415606829989
434,0.6627415606829989
435,0.6575594107758096
436,0.6575594107758096
437,0.6575594107758096
438,0.6575594107758096
439,0.6575594107758096
440,0.6731886590692964
441,0.6731886590692964
442,0.6731886590692964
443,0.6731886590692964
444,0.6731886590692964
445,0.6615722800818302
446,0.6617175321795928
447,0.6628020663116909
448,0.6628639201287758
449,0.6628639201287758
450,0.6592633700642596
451,0.6692871581742155
452,0.6692871581742155
453,0.6618387800729921
454,0.6566387698070394
455,0.6566387698070394
456,0.6566387698070394
457,0.6352889503644379
458,0.6431871766642281
459,0.6771207438861787
460,0.6771207438861787
461,0.651739600119069
462,0.651739600119069
463,0.651739600119069
464,0.651739600119069
465,0.651739600119069
466,0.6428943115444012
467,0.6487550719966512
468,0.6487550719966512
469,0.6416510942901639
470,0.6416510942901639
471,0.6558950529941614
472,0.6557862928901758
473,0.6557862928901758
474,0.6475163636314908
475,0.6475163636314908
476,0.6475163636314908
477,0.6549118477000813
478,0.6743668355798074
479,0.6666772397508616
480,0.666250206858297
481,0.666250206858297
