,accuracy,f1,precision,recall,model
0,0.632,0.6312334356651033,0.633058374486226,0.6339999533231754,Upper_Bound_12
1,0.264,0.22278185739490025,0.26713816826602776,0.31913889601675927,model_ADAM_12
2,0.1804,0.11383989026927996,0.1787768171236169,0.225351996918245,model_ADAM_LT_12
3,0.126,0.09925041854674241,0.12472778485963334,0.09452437711270709,model_SGD_12
4,0.1404,0.13898244724821737,0.14011947197136465,0.15047465060070242,model_SGD_LT_12
5,0.1868,0.11726344997592178,0.18529545504688957,0.21668117998208652,model_ewc_12
6,0.268,0.2455271957386253,0.2690949401831687,0.28990407882689706,model_ewc_LT_12
7,0.1788,0.11672181401277062,0.17686105236861396,0.34848733057020187,model_SI_12
8,0.2536,0.2197767036591399,0.2539054186455767,0.228617455471265,model_SI_LT_12
9,0.1148,0.10652879725447657,0.1147441945568681,0.12113881037935478,model_MAS_12
10,0.116,0.08473148581469986,0.11761220396764513,0.10026961971789086,model_MAS_LT_12
11,0.7564,0.7567782712032347,0.75644354561097,0.7582953833356503,model_replay_12
12,0.7408,0.7408761192435284,0.7404766823110063,0.7428462740890958,model_replay_LT_12
