,accuracy,f1,precision,recall,model
0,0.6292,0.6267057594104418,0.6297510927954655,0.6294917153766677,Upper_Bound_18
1,0.2532,0.21903379116077942,0.25285715823381744,0.26957804909908023,model_ADAM_18
2,0.2204,0.14986537508618758,0.22003849482538596,0.3648808569865879,model_ADAM_LT_18
3,0.0904,0.07173985906933786,0.09044014120818863,0.08056414654924227,model_SGD_18
4,0.1532,0.14125298614803633,0.1541571517195418,0.14891939410010868,model_SGD_LT_18
5,0.2188,0.1496368192205505,0.2188012612690081,0.2935218830113522,model_ewc_18
6,0.2548,0.22856825742258166,0.25496963393967026,0.30833371146264715,model_ewc_LT_18
7,0.2384,0.16300245037059885,0.23821830684417783,0.1898322990639468,model_SI_18
8,0.2756,0.25804830045103644,0.27462360066611347,0.31758258310400816,model_SI_LT_18
9,0.1532,0.1247344463529407,0.15461105029626276,0.1399711410975309,model_MAS_18
10,0.1052,0.09352761163439309,0.10451864679560097,0.11928075856905265,model_MAS_LT_18
11,0.7244,0.7230497961914313,0.7240284182444873,0.7237347555248,model_replay_18
12,0.7256,0.7238550583750583,0.7247869668614952,0.7245870324792134,model_replay_LT_18
