,accuracy,f1,precision,recall,model
0,0.6508,0.6505693806822737,0.6517767879249954,0.6526388336279835,Upper_Bound_21
1,0.2464,0.22583649416432278,0.24752798809928772,0.227468691762769,model_ADAM_21
2,0.1936,0.1270902139674559,0.1924716661354301,0.20155284580382635,model_ADAM_LT_21
3,0.1284,0.11617354108708244,0.1276337123778483,0.1561838915787892,model_SGD_21
4,0.1844,0.16347072597550988,0.1834261818636872,0.18798680687458652,model_SGD_LT_21
5,0.188,0.1229590750028938,0.18708913861249812,0.2541091479735778,model_ewc_21
6,0.2056,0.20018424195551518,0.20499376413568365,0.2466753522479357,model_ewc_LT_21
7,0.2012,0.14685463922489767,0.19990540987652933,0.23012576881109809,model_SI_21
8,0.2048,0.20086226539063698,0.20515592002874636,0.2406268281197391,model_SI_LT_21
9,0.1132,0.09637734165775137,0.11202184292800732,0.19210043477572264,model_MAS_21
10,0.1252,0.09592153127509181,0.12763166918310181,0.14210942056317322,model_MAS_LT_21
11,0.7452,0.7451355133231035,0.7451274242590543,0.748059190582063,model_replay_21
12,0.734,0.7336833221630161,0.7333728684364118,0.7372632406983559,model_replay_LT_21
