,accuracy,f1,precision,recall,model
0,0.6068,0.6045858777613236,0.6059796854999645,0.607838961020824,Upper_Bound_14
1,0.166,0.1369089049714371,0.168462346601221,0.16938297299488597,model_ADAM_14
2,0.168,0.11219677526664751,0.16562813118211292,0.23408445615767143,model_ADAM_LT_14
3,0.108,0.09213276428657836,0.10700761882095913,0.09490487758328472,model_SGD_14
4,0.1352,0.11476053364747577,0.132243269273411,0.12209291736841746,model_SGD_LT_14
5,0.1444,0.08599608854440084,0.1432739090128569,0.245628136469427,model_ewc_14
6,0.1848,0.16596952132260862,0.1874048150791287,0.20124480136405629,model_ewc_LT_14
7,0.1756,0.10113773008677696,0.17402244485037716,0.24435718131573342,model_SI_14
8,0.1928,0.17698426173660364,0.19396974638918787,0.25028321404577436,model_SI_LT_14
9,0.1376,0.1236439141999404,0.13696404813572402,0.19491840841188082,model_MAS_14
10,0.1208,0.11444978293616612,0.12195341029118431,0.14594488135659558,model_MAS_LT_14
11,0.7756,0.775753037299806,0.7756776938333266,0.7772126950803793,model_replay_14
12,0.7576,0.7573360776231525,0.7573947056308934,0.758054786106986,model_replay_LT_14
