,accuracy,f1,precision,recall,model
0,0.6292,0.6272592051247975,0.6288051806096514,0.6277504013565132,Upper_Bound_20
1,0.1904,0.17850266170298132,0.19055395142401113,0.2166365552071908,model_ADAM_20
2,0.2068,0.14421864603791096,0.2039367530218334,0.2592089990479117,model_ADAM_LT_20
3,0.1248,0.09712863042688227,0.12314652363981274,0.16630341569114943,model_SGD_20
4,0.1524,0.12627363897536925,0.15211938288175264,0.12843244495802386,model_SGD_LT_20
5,0.216,0.14018811838797202,0.21312265861285912,0.3139528740774186,model_ewc_20
6,0.2064,0.1956733682624728,0.20597489566399632,0.22834003255877838,model_ewc_LT_20
7,0.2212,0.1566661167832819,0.21908444295294355,0.23065127319074685,model_SI_20
8,0.2184,0.18785286214419136,0.2164178289479711,0.20730380999803674,model_SI_LT_20
9,0.1348,0.11983298095089834,0.13412416541107977,0.15283195828513593,model_MAS_20
10,0.1196,0.10219952065745197,0.12047656497001313,0.14271008708741018,model_MAS_LT_20
11,0.7452,0.7442721312212821,0.7439851186693238,0.7471092408109048,model_replay_20
12,0.7464,0.7463311804316305,0.7452829333460793,0.750368100552734,model_replay_LT_20
