,accuracy,f1,precision,recall,model
0,0.6328,0.6295387154268022,0.631383999457807,0.6317015394050844,Upper_Bound_22
1,0.2724,0.2506426322399017,0.27502601777047764,0.3336369040669148,model_ADAM_22
2,0.1712,0.10214476395437475,0.1694859216027669,0.2466650688557986,model_ADAM_LT_22
3,0.1192,0.11087985123481658,0.11948218135180635,0.13213403826261283,model_SGD_22
4,0.1372,0.12129663254668199,0.13617714695460942,0.1558198747183211,model_SGD_LT_22
5,0.1664,0.09498256293161707,0.1654918135361784,0.3482686651018902,model_ewc_22
6,0.2868,0.2790331408547764,0.2869093692847041,0.30997314320094294,model_ewc_LT_22
7,0.1696,0.10654638904597682,0.16944820351242296,0.2945316610921958,model_SI_22
8,0.2784,0.26738436092143697,0.27869724856761635,0.30504906088144496,model_SI_LT_22
9,0.1156,0.08984462665461823,0.11392662301005282,0.124981789788943,model_MAS_22
10,0.1196,0.10050642475153874,0.12163897358013706,0.10847897997050497,model_MAS_LT_22
11,0.76,0.759099469099306,0.7590999538997967,0.7611566903339181,model_replay_22
12,0.7576,0.7574320958147841,0.7565376031702908,0.760945833480972,model_replay_LT_22
