,accuracy,f1,precision,recall,model
0,0.6228,0.6219922524876784,0.6237630680230176,0.6218239358130997,Upper_Bound_65
1,0.2776,0.233801153114636,0.2807812948735361,0.3317670723084815,model_ADAM_65
2,0.176,0.10819514151871631,0.17444812540067944,0.3041402236717903,model_ADAM_LT_65
3,0.1472,0.13777901649904667,0.14683346036801437,0.20370755897709433,model_SGD_65
4,0.1484,0.14432858315920336,0.14693911601278664,0.1678777789678755,model_SGD_LT_65
5,0.18,0.11334668185148807,0.17812158363293212,0.2234959355124361,model_ewc_65
6,0.2608,0.2354621758104901,0.26136363836539356,0.3050094989845423,model_ewc_LT_65
7,0.1908,0.12411642086421219,0.1890878244088009,0.23701039473055788,model_SI_65
8,0.2936,0.2751277757601025,0.29775055348538726,0.3661859924744927,model_SI_LT_65
9,0.1264,0.1168549815075302,0.12732974405462913,0.1341898755513031,model_MAS_65
10,0.134,0.1050313365404509,0.13448317321402684,0.12041008522136283,model_MAS_LT_65
11,0.7348,0.7344175117677083,0.7345672545740153,0.7362330721440212,model_replay_65
12,0.732,0.7313245565591614,0.7313033104408813,0.7337344297706219,model_replay_LT_65
