,accuracy,f1,precision,recall,model
0,0.064,0.04048733736221325,0.06016656662665065,0.1274310557066455,model_ADAM_12
1,0.192,0.06390322006760363,0.19194847020933978,0.038358619806670505,model_ADAM_LT_12
2,0.098,0.03877336914147102,0.09314145836005605,0.07029645191409897,model_SGD_12
3,0.178,0.059256706429055825,0.1780193236714976,0.03557152229921109,model_SGD_LT_12
4,0.192,0.06390322006760363,0.19194847020933978,0.038358619806670505,model_ewc_12
5,0.056,0.061621603648109445,0.05561478485121614,0.09435814729932376,model_ewc_LT_12
6,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_SI_12
7,0.08,0.06643881212195837,0.07708569971182769,0.06946605101303557,model_SI_LT_12
8,0.176,0.058610110710951034,0.1761674718196457,0.03518305171530978,model_MAS_12
9,0.116,0.10115066575936141,0.11392600158575097,0.1203564347371194,model_MAS_LT_12
10,0.878,0.8748199669420025,0.8773169083121365,0.8936663705512711,model_replay_12
11,0.886,0.8824264891209029,0.8857878273901019,0.8934832820728055,model_replay_LT_12
