,accuracy,f1,precision,recall,model
0,0.124,0.0857015919406207,0.11870086823600143,0.07984299516908212,model_ADAM_11
1,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_ADAM_LT_11
2,0.064,0.04394092412696942,0.06356930453340756,0.07073448905109489,model_SGD_11
3,0.184,0.061234655755203704,0.18389694041867954,0.03675821010178606,model_SGD_LT_11
4,0.192,0.06390322006760363,0.19194847020933978,0.038358619806670505,model_ewc_11
5,0.108,0.05747636455797307,0.11470062292965921,0.05904039867376611,model_ewc_LT_11
6,0.194,0.06459917300253434,0.19412238325281803,0.038780081925243216,model_SI_11
7,0.12,0.10394678532529104,0.11487248093471673,0.10129504191815415,model_SI_LT_11
8,0.182,0.06065273193986065,0.18268921095008053,0.036405382486119776,model_MAS_11
9,0.058,0.04406433538599937,0.05989099467360337,0.04081904551886358,model_MAS_LT_11
10,0.876,0.8732502005176366,0.8755197808013282,0.8851130077096739,model_replay_11
11,0.88,0.8766544229595479,0.8795890565227177,0.8890559119560633,model_replay_LT_11
