,accuracy,f1,precision,recall,model
0,0.094,0.0708208250744813,0.09132104192440878,0.15883426126285688,model_ADAM_61
1,0.192,0.06394557823129252,0.1922705314009662,0.03838325652841782,model_ADAM_LT_61
2,0.154,0.1054563434692835,0.15552215969579183,0.11847763254407492,model_SGD_61
3,0.186,0.06196165601555988,0.18639291465378421,0.037192595081521306,model_SGD_LT_61
4,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_ewc_61
5,0.15,0.13493211879204278,0.1497257237809772,0.2679527437772119,model_ewc_LT_61
6,0.192,0.06390322006760363,0.19194847020933978,0.038358619806670505,model_SI_61
7,0.088,0.05252378486322734,0.08281127628424959,0.08530864476664599,model_SI_LT_61
8,0.18,0.059975106685632995,0.18051529790660226,0.036,model_MAS_61
9,0.164,0.10801427790933038,0.16345101349052274,0.10201086801955336,model_MAS_LT_61
10,0.888,0.8851109404023358,0.8876521337425046,0.8971057044120071,model_replay_61
11,0.882,0.8790342029435637,0.8814350727245047,0.8920550663485228,model_replay_LT_61
