,accuracy,f1,precision,recall,model
0,0.104,0.052897365215448744,0.10215278233181047,0.052898888403475564,model_ADAM_22
1,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_ADAM_LT_22
2,0.078,0.07197956873819163,0.07814129821752404,0.08379262774613234,model_SGD_22
3,0.186,0.06196165601555988,0.18639291465378421,0.037192595081521306,model_SGD_LT_22
4,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_ewc_22
5,0.138,0.07639419710767645,0.14631258713705522,0.06742895785977807,model_ewc_LT_22
6,0.194,0.06458479298034898,0.19412238325281803,0.038759503801520614,model_SI_22
7,0.074,0.0663324244236866,0.07568210521081539,0.1068681204569055,model_SI_LT_22
8,0.184,0.06130867709815078,0.18454106280193236,0.0368,model_MAS_22
9,0.088,0.0339363920750782,0.09042894162575013,0.03251769027170097,model_MAS_LT_22
10,0.872,0.8668848226846861,0.8714774330003359,0.889351497252807,model_replay_22
11,0.884,0.8795628795175908,0.8831213833327791,0.8917941619077018,model_replay_LT_22
