,accuracy,f1,precision,recall,model
0,0.136,0.07526855959775214,0.13126820159660121,0.06246327649071578,model_ADAM_21
1,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_ADAM_LT_21
2,0.098,0.06815647328174022,0.09760657339227734,0.08475842003174043,model_SGD_21
3,0.184,0.061234655755203704,0.18389694041867954,0.03675821010178606,model_SGD_LT_21
4,0.192,0.06389750775698129,0.19194847020933978,0.03835134053621449,model_ewc_21
5,0.086,0.07598930807422248,0.08172080152815844,0.08220677979013885,model_ewc_LT_21
6,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_SI_21
7,0.032,0.03588299103440574,0.03250991868319234,0.049667685255920545,model_SI_LT_21
8,0.18,0.059975106685632995,0.18051529790660226,0.036,model_MAS_21
9,0.066,0.04548998060762767,0.0633803400587288,0.06493434289950226,model_MAS_LT_21
10,0.864,0.8584814628514982,0.8637905498866768,0.8767104386180063,model_replay_21
11,0.894,0.8917725029951379,0.8933365913613484,0.9016335740135432,model_replay_LT_21
