,accuracy,f1,precision,recall,model
0,0.12,0.09597063087697132,0.11539142670742646,0.09523243969985781,model_ADAM_65
1,0.192,0.06394557823129252,0.1922705314009662,0.03838325652841782,model_ADAM_LT_65
2,0.03,0.01904833649821621,0.028974123111589423,0.1200272541449012,model_SGD_65
3,0.186,0.06196165601555988,0.18639291465378421,0.037192595081521306,model_SGD_LT_65
4,0.196,0.06527553890451468,0.19629629629629627,0.03917684146517099,model_ewc_65
5,0.058,0.04926475339287382,0.05841497433831866,0.0823898376554923,model_ewc_LT_65
6,0.194,0.0645929450478594,0.19412238325281803,0.03877198316557584,model_SI_65
7,0.094,0.06002913195192607,0.09167751643473063,0.14548341893930128,model_SI_LT_65
8,0.178,0.05929424840233397,0.17834138486312398,0.0355925694811117,model_MAS_65
9,0.08,0.04821134486601471,0.08088527867482928,0.10327485773335976,model_MAS_LT_65
10,0.86,0.8519067458527116,0.8596289586429704,0.8825679801828429,model_replay_65
11,0.866,0.8633531008228126,0.865634636595493,0.8804375217152469,model_replay_LT_65
