,accuracy,f1,precision,recall,model
0,0.082,0.0626896495541158,0.08006799802789938,0.09292247516415472,model_ADAM_18
1,0.192,0.06394557823129252,0.1922705314009662,0.03838325652841782,model_ADAM_LT_18
2,0.078,0.05806802734518216,0.07874974962114166,0.06791424073003022,model_SGD_18
3,0.18,0.05994397759103641,0.18019323671497584,0.035983102918586786,model_SGD_LT_18
4,0.188,0.06251390433815351,0.18760064412238325,0.03752561475409836,model_ewc_18
5,0.138,0.10179032318991754,0.1357771534708508,0.12646488996026964,model_ewc_LT_18
6,0.19,0.0632035595105673,0.1897745571658615,0.03793545081967213,model_SI_18
7,0.094,0.085228045262687,0.09129863578548097,0.11016851569483148,model_SI_LT_18
8,0.182,0.06059076608375671,0.18204508856682772,0.036371637515802274,model_MAS_18
9,0.068,0.04788947813812746,0.0674701375384549,0.05469835330308788,model_MAS_LT_18
10,0.888,0.8857381160900223,0.8872348086752909,0.9016337014856981,model_replay_18
11,0.87,0.8653237899599263,0.8692853958536932,0.8841721984752287,model_replay_LT_18
