,accuracy,f1,precision,recall,model
0,0.1996,0.17556265221511116,0.20054392118841396,0.18572169626668494,model_ADAM_65
1,0.1096,0.09401444746376027,0.10966658770625863,0.1342431732564175,model_ADAM_LT_65
2,0.1692,0.14478257042877604,0.1684847963299018,0.19294462278376615,model_SGD_65
3,0.1508,0.11777696190597606,0.15090471136804112,0.14732085323026572,model_SGD_LT_65
4,0.1956,0.06862758309610306,0.18953823953823953,0.04246463646255535,model_ewc_65
5,0.0968,0.01765134938001459,0.1,0.00968,model_ewc_LT_65
6,0.1952,0.06687944967900371,0.1891955266955267,0.040899972032184505,model_SI_65
7,0.0968,0.01765134938001459,0.1,0.00968,model_SI_LT_65
8,0.1828,0.061097025095562564,0.17723665223665225,0.0369495418628518,model_MAS_65
9,0.0968,0.01765134938001459,0.1,0.00968,model_MAS_LT_65
10,0.578,0.5774622159826334,0.579005993418434,0.5782853768608616,model_replay_65
11,0.6356,0.6334805778664231,0.6341014854866543,0.6454841311767694,model_replay_LT_65
