,accuracy,f1,precision,recall,model
0,0.1532,0.12734093286911013,0.15103976263769578,0.13830296794810143,model_ADAM_94
1,0.1788,0.16068024912169848,0.1787760196205352,0.19950422375100896,model_ADAM_LT_94
2,0.2012,0.16818725266320764,0.19824252755764352,0.18056858394348982,model_SGD_94
3,0.1376,0.1046952758006288,0.137596764205467,0.12072389549126814,model_SGD_LT_94
4,0.1944,0.06454056094868173,0.18836580086580085,0.038965058716096054,model_ewc_94
5,0.0968,0.01765134938001459,0.1,0.00968,model_ewc_LT_94
6,0.194,0.06496234725774368,0.1880772005772006,0.039408000083182564,model_SI_94
7,0.0968,0.01765134938001459,0.1,0.00968,model_SI_LT_94
8,0.1876,0.06250064831754394,0.1817279942279942,0.03778203574840914,model_MAS_94
9,0.0968,0.01765134938001459,0.1,0.00968,model_MAS_LT_94
10,0.5784,0.57565930452276,0.5768617953829612,0.5775588093322581,model_replay_94
11,0.6136,0.6096293688171811,0.6113053802142991,0.6151678960482095,model_replay_LT_94
