,accuracy,f1,precision,recall,model
0,0.1288,0.12269784176581355,0.12837806190323853,0.13703738884331654,model_ADAM_61
1,0.1528,0.14048876549713163,0.15250381459334245,0.1528193400243908,model_ADAM_LT_61
2,0.1192,0.10478225122225267,0.11756237202091532,0.14833228145971283,model_SGD_61
3,0.1472,0.11907510499906301,0.14413203003221203,0.1511547742001646,model_SGD_LT_61
4,0.1932,0.06501873582290225,0.18697691197691196,0.03947617655428852,model_ewc_61
5,0.0968,0.01765134938001459,0.1,0.00968,model_ewc_LT_61
6,0.1896,0.06290307827616534,0.18335137085137085,0.03797135512678711,model_SI_61
7,0.0968,0.01765134938001459,0.1,0.00968,model_SI_LT_61
8,0.186,0.0646628208404834,0.1801046176046176,0.03987631972597394,model_MAS_61
9,0.0968,0.01765134938001459,0.1,0.00968,model_MAS_LT_61
10,0.5688,0.5676743376080637,0.5674002065766877,0.5731215058055307,model_replay_61
11,0.602,0.5991350237730211,0.599894413448469,0.6132753329028937,model_replay_LT_61
