,accuracy,f1,precision,recall,model
0,0.1788,0.1549870368370614,0.1769274255612821,0.17247350964395272,model_ADAM_11
1,0.1608,0.14534498720373026,0.16081657342033878,0.16051040587456383,model_ADAM_LT_11
2,0.1884,0.17770562466277925,0.1866910774229952,0.21723740401464792,model_SGD_11
3,0.156,0.14384836328235434,0.1546786009329678,0.1791914487077674,model_SGD_LT_11
4,0.1868,0.061937816856467175,0.18106060606060606,0.037359880844712166,model_ewc_11
5,0.0968,0.01765134938001459,0.1,0.00968,model_ewc_LT_11
6,0.1868,0.061927785759171225,0.18091630591630592,0.037361367911275464,model_SI_11
7,0.0968,0.01765134938001459,0.1,0.00968,model_SI_LT_11
8,0.1788,0.05947922127420711,0.1734126984126984,0.035966741326801915,model_MAS_11
9,0.0968,0.01765134938001459,0.1,0.00968,model_MAS_LT_11
10,0.5804,0.5796009658283954,0.5803720703998095,0.5826853099031469,model_replay_11
11,0.606,0.6020259334110838,0.6050721586251717,0.6142696040827093,model_replay_LT_11
