,accuracy,f1,precision,recall,model
0,0.1568,0.1458729002385742,0.15461689140676965,0.14740689257507716,model_ADAM_20
1,0.1684,0.13631135449196735,0.16596790918366044,0.18997746041770314,model_ADAM_LT_20
2,0.148,0.12781876191562294,0.1462467699227321,0.1378457898028353,model_SGD_20
3,0.1904,0.1620130586921278,0.1879549281485579,0.2049909142417087,model_SGD_LT_20
4,0.184,0.061093539615069824,0.17826479076479076,0.03688512614670081,model_ewc_20
5,0.0968,0.01765134938001459,0.1,0.00968,model_ewc_LT_20
6,0.1844,0.06109654049406932,0.17855339105339105,0.03685343599338908,model_SI_20
7,0.0968,0.01765134938001459,0.1,0.00968,model_SI_LT_20
8,0.1728,0.05725424363592302,0.1672979797979798,0.03454075273018177,model_MAS_20
9,0.0968,0.01765134938001459,0.1,0.00968,model_MAS_LT_20
