,accuracy,f1,precision,recall,model
0,0.1344,0.12755867206767119,0.13464787841394196,0.16311501097594355,model_ADAM_12
1,0.1456,0.13604284324507435,0.14417333932576923,0.17036721725814333,model_ADAM_LT_12
2,0.1608,0.14366637326819187,0.1610384070996241,0.16493208771566648,model_SGD_12
3,0.1392,0.11671231896304916,0.1360603843822122,0.15447591767547325,model_SGD_LT_12
4,0.1888,0.0634430473372781,0.18293650793650792,0.0385315989001833,model_ewc_12
5,0.0968,0.01765134938001459,0.1,0.00968,model_ewc_LT_12
6,0.1924,0.06497312530285673,0.18643578643578645,0.03955893161191174,model_SI_12
7,0.0968,0.01765134938001459,0.1,0.00968,model_SI_LT_12
8,0.176,0.059228688770910545,0.17054473304473303,0.03600028970925327,model_MAS_12
9,0.0968,0.01765134938001459,0.1,0.00968,model_MAS_LT_12
10,0.5732,0.5721678825239582,0.5745303035896632,0.5730713382982098,model_replay_12
11,0.6204,0.6207876492587244,0.6191021255879084,0.63445436645906,model_replay_LT_12
