,0
0,0.6818687215310585
1,0.6745772790023932
2,0.6855580501460524
3,0.6953067799663251
4,0.6945777242906687
5,0.6820766810207822
6,0.7011724613764849
7,0.694772708985571
8,0.6835512390365228
9,0.6765606667856237
10,0.6875750951437295
11,0.6822005041478115
12,0.6866272614739092
13,0.7003745359399568
14,0.6789570078215376
15,0.7032324513473094
16,0.6830045453340106
17,0.6862032042677122
18,0.6866592532760063
19,0.6920999893623876
20,0.6908267487878951
21,0.6965687364901267
22,0.6923945830923026
23,0.680812922478138
24,0.6891065093579319
25,0.6867858208889455
26,0.6958241179926903
27,0.6888652501648315
28,0.6856530442926898
29,0.6889030007017392
30,0.692268137500546
31,0.6897989108813768
32,0.6927853776197087
33,0.6693783251317524
34,0.6904365110937912
35,0.686172199275346
36,0.6870626593724121
37,0.6713661228991158
38,0.675719820303162
39,0.6848776480433854
40,0.6722775047740449
41,0.670617401846624
42,0.693513413599207
43,0.6773167163199738
44,0.6775049465147822
45,0.6680248100358708
46,0.6827778997228847
47,0.6756875837894135
48,0.6666275366035992
49,0.6716452678011355
50,0.6737015447065244
51,0.6717216830180517
52,0.6770469447869654
53,0.6732188352776044
54,0.6761910459120385
55,0.6694332442642521
56,0.6665581642805842
57,0.6741731887932599
58,0.6704055303844554
59,0.6756321737331193
60,0.6710712057421349
61,0.6773118103707925
62,0.6807415387586097
63,0.6788988849349427
64,0.6738427573072209
65,0.6650763470562627
66,0.6742882184671495
67,0.6707436387530715
68,0.6747372584486895
69,0.6907320006255826
70,0.6716199390474495
71,0.6654452054424882
72,0.6718000033087521
73,0.6757884261981795
74,0.6716713418665128
75,0.657044238134955
76,0.6700962874544707
77,0.6695310408050118
78,0.6781838166917037
79,0.677290690108576
80,0.6773018923304817
81,0.6783190506257493
82,0.6765040523457542
83,0.6641541626535628
84,0.6768918695897549
85,0.6688333044580023
86,0.678750330132862
87,0.6635521459007208
88,0.6757328708115369
89,0.6751028107068984
90,0.6846242955860873
91,0.6690218323784503
92,0.6711653520741837
93,0.6719459672353294
94,0.6635964593771686
95,0.6725132814004102
96,0.6650710812317465
97,0.6659752644658782
98,0.6668668344663875
99,0.6680026006149461
100,0.6728797425886832
101,0.6648746103544959
102,0.6599123264979542
103,0.6759029648510596
104,0.6627010125958105
105,0.6618926108319234
106,0.6728501297687889
107,0.6643580140419301
108,0.6567737417897074
109,0.6738526843364694
110,0.6636781437102842
111,0.6578991845492455
112,0.6624202005057872
113,0.6789544299054507
114,0.6621266700728309
115,0.6570108901467325
116,0.6710949314828278
117,0.6723641560811069
118,0.6688836147402617
119,0.6827231865409841
120,0.6723496754522661
121,0.6742643326509876
122,0.6613857187680751
123,0.6759040114088759
124,0.6533333870785805
125,0.6648184983626392
126,0.6720762600852856
127,0.6729386323975471
128,0.6709652264537082
129,0.6714200387141424
130,0.6771117616149631
131,0.6666589832347608
132,0.6582608605046876
133,0.668665632524825
134,0.6758851490677584
135,0.6537007721173654
136,0.6737110919417937
137,0.6621011951000042
138,0.6588385744498381
139,0.6582894550110485
140,0.6735844164569342
141,0.6696078806503181
142,0.6767334560618548
143,0.6674323308878313
144,0.6775628493828942
145,0.664334219397307
146,0.666262627763152
147,0.6606484657719247
148,0.6638321010315362
149,0.6781712140139937
150,0.6642128341090311
151,0.6687296240686212
152,0.6648963080385923
153,0.67222087928872
154,0.675169876832064
155,0.6671437097263033
156,0.6626117190541251
157,0.6684526488035357
158,0.6672947947921297
159,0.6716178026252645
160,0.6826661470939641
161,0.6657659114365401
162,0.6630399430068157
163,0.6709735039880561
164,0.663208941495441
165,0.669665111407307
166,0.6713449294368214
167,0.6641479132898039
168,0.6612048624161719
169,0.6623187146828723
170,0.6578784358256873
171,0.65176975672275
172,0.6620745334553545
173,0.662669387672861
174,0.6632940554301778
175,0.6549630553956898
176,0.6651836215620126
177,0.6504433287253832
178,0.6547692505990639
179,0.6622524562573584
180,0.6582922919740393
181,0.6555850411327104
182,0.664783003465928
183,0.6600339689656756
184,0.6598242325784784
185,0.6611214910917911
186,0.6626993624325015
187,0.6671857743561371
188,0.6726065041242106
189,0.6546054060962436
190,0.6608799166883845
191,0.6613247730004346
192,0.6603341156855127
193,0.6451994171214025
194,0.655496653049433
195,0.657360379130685
196,0.6666884364711623
197,0.6520515768909446
198,0.6578042651384683
199,0.6565415028206891
200,0.6542968149806567
201,0.6576323250146306
202,0.6667566782186899
203,0.6669053304799932
