,rank,rank_mass,auc,model
0,0.8,0.9523852,0.8800000000000001,iter_61
1,0.8,0.90470314,0.78,iter_61
2,0.8,0.84860677,0.76,iter_61
3,0.8,0.8305797,0.68,iter_61
4,0.8,0.94037986,0.82,iter_61
5,0.9,0.9368322,0.9400000000000001,iter_61
6,0.8,0.9319852,0.9,iter_61
7,0.8,0.8780789,0.86,iter_61
8,0.8,0.9297389,0.78,iter_61
9,1.0,0.94140387,1.0,iter_61
10,0.8,0.93529713,0.8,iter_61
11,0.8,0.93004274,0.86,iter_61
12,0.8,0.90205663,0.7799999999999999,iter_61
13,0.8,0.8569418,0.6799999999999999,iter_61
14,0.8,0.9479341,0.88,iter_61
15,0.9,0.912733,0.9400000000000001,iter_61
16,0.8,0.9434426,0.84,iter_61
17,0.9,0.9628006,0.92,iter_61
18,0.8,0.9317505,0.8400000000000001,iter_61
19,0.7,0.7799341,0.7,iter_61
20,0.6,0.8702431,0.52,iter_61
21,0.9,0.871798,0.86,iter_61
22,0.9,0.9811691,0.8400000000000001,iter_61
23,1.0,0.95864135,1.0,iter_61
24,0.9,0.97750545,0.9800000000000001,iter_61
25,0.8,0.83442396,0.74,iter_61
26,0.8,0.94189554,0.8200000000000001,iter_61
27,1.0,0.96552664,1.0,iter_61
28,0.9,0.961735,0.9199999999999999,iter_61
29,0.9,0.9761269,0.9800000000000001,iter_61
30,0.9,0.97187704,0.9800000000000001,iter_61
31,0.8,0.9195528,0.82,iter_61
32,0.9,0.9548156,0.9400000000000001,iter_61
33,0.8,0.9527466,0.86,iter_61
34,0.8,0.9474003,0.88,iter_61
35,0.8,0.93651503,0.86,iter_61
36,0.9,0.97280043,0.9400000000000001,iter_61
37,0.9,0.9232026,0.8800000000000001,iter_61
38,0.7,0.88886213,0.66,iter_61
39,0.8,0.9585345,0.8,iter_61
40,0.8,0.87945145,0.76,iter_61
41,0.9,0.9445964,0.9199999999999999,iter_61
42,0.7,0.98012346,0.78,iter_61
43,0.7,0.8281411,0.6799999999999999,iter_61
44,0.8,0.9347366,0.76,iter_61
45,0.7,0.8666818,0.74,iter_61
46,0.9,0.95378184,0.9800000000000001,iter_61
47,0.9,0.93767405,0.88,iter_61
48,0.8,0.9306501,0.8600000000000001,iter_61
49,0.8,0.9398836,0.84,iter_61
50,1.0,0.9482314,1.0,iter_61
51,0.8,0.94993037,0.82,iter_61
52,0.8,0.8546232,0.74,iter_61
53,0.8,0.91588306,0.8,iter_61
54,0.9,0.9583386,0.8800000000000001,iter_61
55,0.8,0.85935175,0.6599999999999999,iter_61
56,0.8,0.9537067,0.86,iter_61
57,0.7,0.86819905,0.64,iter_61
58,0.7,0.77342975,0.6400000000000001,iter_61
59,0.8,0.87023777,0.72,iter_61
60,0.7,0.9092292,0.76,iter_61
61,0.9,0.98741907,0.9400000000000001,iter_61
62,0.9,0.94700634,0.9800000000000001,iter_61
63,1.0,0.97690433,1.0,iter_61
64,0.7,0.89511454,0.7200000000000001,iter_61
65,0.7,0.88775903,0.64,iter_61
66,0.8,0.9212426,0.7800000000000001,iter_61
67,0.7,0.84328556,0.5800000000000001,iter_61
68,0.7,0.8607845,0.6399999999999999,iter_61
69,0.9,0.93725604,0.9400000000000001,iter_61
70,0.9,0.9539166,0.9400000000000001,iter_61
71,0.7,0.9213729,0.76,iter_61
72,0.9,0.97342664,0.92,iter_61
73,0.9,0.9200621,0.8800000000000001,iter_61
74,0.9,0.85740596,0.88,iter_61
75,0.7,0.88304406,0.5800000000000001,iter_61
76,0.9,0.9557231,0.9800000000000001,iter_61
77,0.9,0.9466393,0.96,iter_61
78,0.9,0.9414575,0.92,iter_61
79,0.8,0.91696984,0.7600000000000001,iter_61
80,0.9,0.95800835,0.96,iter_61
81,0.8,0.8957715,0.8200000000000001,iter_61
82,0.8,0.953514,0.8,iter_61
83,0.8,0.8071691,0.74,iter_61
84,0.8,0.9278914,0.84,iter_61
85,0.7,0.9355306,0.72,iter_61
86,0.8,0.8854919,0.72,iter_61
87,0.8,0.91820455,0.8400000000000001,iter_61
88,0.7,0.71189255,0.4799999999999999,iter_61
89,1.0,0.97603804,1.0,iter_61
90,0.8,0.9467225,0.8,iter_61
91,0.9,0.9834071,0.9800000000000001,iter_61
92,0.9,0.8752299,0.8400000000000001,iter_61
93,0.8,0.9459517,0.8200000000000001,iter_61
94,0.7,0.9101465,0.74,iter_61
95,0.8,0.94011253,0.8400000000000001,iter_61
96,0.8,0.91546947,0.7999999999999999,iter_61
97,0.7,0.9268793,0.58,iter_61
98,0.8,0.90492845,0.76,iter_61
99,0.8,0.94843286,0.86,iter_61
100,0.7,0.923771,0.7,iter_61
101,0.9,0.9771745,0.9000000000000001,iter_61
102,1.0,0.96206445,1.0,iter_61
103,0.9,0.9520302,0.8600000000000001,iter_61
104,0.8,0.9238716,0.8,iter_61
105,0.8,0.96535605,0.86,iter_61
106,0.8,0.9346108,0.7800000000000001,iter_61
107,0.9,0.95384634,0.92,iter_61
108,0.8,0.8119614,0.76,iter_61
109,0.8,0.85826886,0.74,iter_61
110,0.8,0.9566014,0.8600000000000001,iter_61
111,0.9,0.9341973,0.8600000000000001,iter_61
112,0.9,0.9806354,0.9000000000000001,iter_61
113,0.8,0.9192762,0.84,iter_61
114,0.9,0.96908474,0.8800000000000001,iter_61
115,0.7,0.8720804,0.6799999999999999,iter_61
116,0.8,0.90286106,0.86,iter_61
117,0.8,0.9297831,0.78,iter_61
118,0.9,0.9619518,0.9000000000000001,iter_61
119,0.7,0.835424,0.64,iter_61
120,0.7,0.8558188,0.6399999999999999,iter_61
121,0.8,0.96434695,0.8800000000000001,iter_61
122,0.7,0.93847907,0.62,iter_61
123,0.8,0.8901255,0.78,iter_61
124,0.8,0.8909989,0.6799999999999999,iter_61
125,0.8,0.9228825,0.76,iter_61
126,0.8,0.9663313,0.92,iter_61
127,0.8,0.9449174,0.9,iter_61
128,0.8,0.9383998,0.8,iter_61
129,1.0,0.966993,1.0,iter_61
130,0.8,0.950622,0.78,iter_61
131,0.9,0.9566844,0.8600000000000001,iter_61
132,0.8,0.91613257,0.78,iter_61
133,0.9,0.9666235,0.9400000000000001,iter_61
134,0.8,0.94885105,0.86,iter_61
135,0.9,0.9527175,0.9800000000000001,iter_61
136,0.8,0.8886849,0.78,iter_61
137,1.0,0.9661364,1.0,iter_61
138,0.9,0.96570474,0.92,iter_61
139,0.8,0.9395315,0.88,iter_61
140,0.7,0.886274,0.6399999999999999,iter_61
141,0.9,0.98197424,0.9800000000000001,iter_61
142,0.9,0.9872221,0.9800000000000001,iter_61
143,0.7,0.92409724,0.8200000000000001,iter_61
