,accuracy,f1,precision,recall,model
0,0.5168,0.5155516759430998,0.5161597979630127,0.5240382413369487,iter_22
1,0.764,0.7620341688212646,0.7629349339023649,0.7628234725701578,model_full_22
2,0.0776,0.052266635528277525,0.07562070239600688,0.09042368720119595,model_empty_22
