,accuracy,f1,precision,recall,model
0,0.1143,0.02224229620591886,0.10083452476314074,0.2863627254509018,iter_61
1,0.7177,0.711746300032811,0.7157094552856973,0.7828004094121439,model_full_61
2,0.1071,0.0557441500828624,0.10884092282363755,0.10294137594915713,model_empty_61
3,0.6551,0.6530682657318737,0.6526231923065465,0.7896638115233877,empty_trained_61
4,0.5994,0.635493260565933,0.593431798482798,0.8597603460472572,model_full_trained_61
5,0.8964,0.897856050886231,0.8956863029624907,0.9112231153438521,empty_trained_replay_61
6,0.6468,0.6582132250484591,0.6449839860928255,0.7938396768287064,model_full_trained_replay_61
